

//
// Armor techs
// 
ARMOR_0_NAME     | Armadura de titanio
FUTUREFORCE_4_NAME    | Campo de fuerza futurista V
FUTUREFORCE_4_DETAIL  | Mejoras generales en la tecnología de campos de fuerza.

FUTUREFORCE_5_NAME    | Campo de fuerza futurista VI
FUTUREFORCE_5_DETAIL  | Mejoras generales en la tecnología de campos de fuerza.

FUTUREFORCE_6_NAME    | Campo de fuerza futurista VII
FUTUREFORCE_6_DETAIL  | Mejoras generales en la tecnología de campos de fuerza.

FUTUREFORCE_7_NAME    | Campo de fuerza futurista VIII
FUTUREFORCE_7_DETAIL  | Mejoras generales en la tecnología de campos de fuerza.

FUTUREFORCE_8_NAME    | Campo de fuerza futurista IX
FUTUREFORCE_8_DETAIL  | Mejoras generales en la tecnología de campos de fuerza.

FUTUREFORCE_9_NAME    | Campo de fuerza futurista X
FUTUREFORCE_9_DETAIL  | Mejoras generales en la tecnología de campos de fuerza.


//
// Future Planetology techs
//
FUTUREPLANET_0_NAME    | Planetología futurista I
FUTUREPLANET_0_DETAIL  | Mejoras generales en tecnología planetológica.

FUTUREPLANET_1_NAME    | Planetología futurista II
FUTUREPLANET_1_DETAIL  | Mejoras generales en tecnología planetológica.

FUTUREPLANET_2_NAME    | Planetología futurista III
FUTUREPLANET_2_DETAIL  | Mejoras generales en tecnología planetológica.

FUTUREPLANET_3_NAME    | Planetología futurista IV
FUTUREPLANET_3_DETAIL  | Mejoras generales en tecnología planetológica.

FUTUREPLANET_4_NAME    | Planetología futurista V
FUTUREPLANET_4_DETAIL  | Mejoras generales en tecnología planetológica.

FUTUREPLANET_5_NAME    | Planetología futurista VI
FUTUREPLANET_5_DETAIL  | Mejoras generales en tecnología planetológica.

FUTUREPLANET_6_NAME    | Planetología futurista VII
FUTUREPLANET_6_DETAIL  | Mejoras generales en tecnología planetológica.

FUTUREPLANET_7_NAME    | Planetología futurista VIII
FUTUREPLANET_7_DETAIL  | Mejoras generales en tecnología planetológica.

FUTUREPLANET_8_NAME    | Planetología futurista IX
FUTUREPLANET_8_DETAIL  | Mejoras generales en tecnología planetológica.

FUTUREPLANET_9_NAME    | Planetología futurista X
FUTUREPLANET_9_DETAIL  | Mejoras generales en tecnología planetológica.


//
// Future Propulsion techs
//
FUTUREPROP_0_NAME    | Propulsión futurista I
FUTUREPROP_0_DETAIL  | Mejoras generales en la tecnología de propulsión.

FUTUREPROP_1_NAME    | Propulsión futurista II
FUTUREPROP_1_DETAIL  | Mejoras generales en la tecnología de propulsión.

FUTUREPROP_2_NAME    | Propulsión futurista III
FUTUREPROP_2_DETAIL  | Mejoras generales en la tecnología de propulsión.

FUTUREPROP_3_NAME    | Propulsión futurista IV
FUTUREPROP_3_DETAIL  | Mejoras generales en la tecnología de propulsión.

FUTUREPROP_4_NAME    | Propulsión futurista V
FUTUREPROP_4_DETAIL  | Mejoras generales en la tecnología de propulsión.

FUTUREPROP_5_NAME    | Propulsión futurista VI
FUTUREPROP_5_DETAIL  | Mejoras generales en la tecnología de propulsión.

FUTUREPROP_6_NAME    | Propulsión futurista VII
FUTUREPROP_6_DETAIL  | Mejoras generales en la tecnología de propulsión.

FUTUREPROP_7_NAME    | Propulsión futurista VIII
FUTUREPROP_7_DETAIL  | Mejoras generales en la tecnología de propulsión.

FUTUREPROP_8_NAME    | Propulsión futurista IX
FUTUREPROP_8_DETAIL  | Mejoras generales en la tecnología de propulsión.

FUTUREPROP_9_NAME    | Propulsión futurista X
FUTUREPROP_9_DETAIL  | Mejoras generales en la tecnología de propulsión.


//
// Future Weapon techs
//
FUTUREWEAPON_0_NAME    | Arma futurista I
FUTUREWEAPON_0_DETAIL  | Mejoras generales en la tecnología de armas.

FUTUREWEAPON_1_NAME    | Arma futurista II
FUTUREWEAPON_1_DETAIL  | Mejoras generales en la tecnología de armas.

FUTUREWEAPON_2_NAME    | Arma futurista III
FUTUREWEAPON_2_DETAIL  | Mejoras generales en la tecnología de armas.

FUTUREWEAPON_3_NAME    | Arma futurista IV
FUTUREWEAPON_3_DETAIL  | Mejoras generales en la tecnología de armas.

FUTUREWEAPON_4_NAME    | Arma futurista V
FUTUREWEAPON_4_DETAIL  | Mejoras generales en la tecnología de armas.

FUTUREWEAPON_5_NAME    | Arma futurista VI
FUTUREWEAPON_5_DETAIL  | Mejoras generales en la tecnología de armas.

FUTUREWEAPON_6_NAME    | Arma futurista VII
FUTUREWEAPON_6_DETAIL  | Mejoras generales en la tecnología de armas.

FUTUREWEAPON_7_NAME    | Arma futurista VIII
FUTUREWEAPON_7_DETAIL  | Mejoras generales en la tecnología de armas.

FUTUREWEAPON_8_NAME    | Arma futurista IX
FUTUREWEAPON_8_DETAIL  | Mejoras generales en la tecnología de armas.

FUTUREWEAPON_9_NAME    | Arma futurista X
FUTUREWEAPON_9_DETAIL  | Mejoras generales en la tecnología de armas. 


//
// Hand Weapon techs
//
HANDWEAPON_0_NAME      | 
HANDWEAPON_0_DETAIL    | 

HANDWEAPON_1_NAME      | Láseres de mano
HANDWEAPON_1_DETAIL    | Láseres personales que suman 5 a sus tiradas de combate terrestre.

HANDWEAPON_2_NAME      | Fusil de iones
HANDWEAPON_2_DETAIL    | Armas de rayos personales que suman 10 puntos a sus ataques terrestres.

HANDWEAPON_3_NAME      | Fusil de fusión
HANDWEAPON_3_DETAIL    | Armas de rayos imprecisas pero increíblemente poderosas que suman 20 puntos a sus tiradas de combate terrestre.

HANDWEAPON_4_NAME      | Fasor de mano
HANDWEAPON_4_DETAIL    | Potentes armas de energía portátiles capaces de reducir a un oponente a sus átomos componentes. Añade 25 a sus tiradas de combate terrestre.

HANDWEAPON_5_NAME      | Fusil de plasma
HANDWEAPON_5_DETAIL    | El arma de mano más devastadora disponible. Añade 30 a sus tiradas de combate terrestre.


//
// Hyperspace Communication tech
//
HYPERSPACE_0_NAME      | Comunicaciones Hiperespaciales
HYPERSPACE_0_DETAIL    | Le permite comunicarse con flotas de barcos en el hiperespacio y cambiar sus destinos mientras están en ruta.


//
// Improved Industrial techs
//
IMPRINDUSTRY_0_NAME     | Tecnología industrial mejorada 9
IMPRINDUSTRY_0_DETAIL   | Reduce los costos de construcción de fábricas a 9 BC cada una.

IMPRINDUSTRY_1_NAME     | Tecnología industrial mejorada 8
IMPRINDUSTRY_1_DETAIL   | Reduce los costos de construcción de fábricas a 8 BC cada una..

IMPRINDUSTRY_2_NAME     | Tecnología industrial mejorada 7
IMPRINDUSTRY_2_DETAIL   | Reduce los costos de construcción de fábricas a 7 BC cada una..

IMPRINDUSTRY_3_NAME     | Tecnología industrial mejorada 6
IMPRINDUSTRY_3_DETAIL   | Reduce los costos de construcción de fábricas a 6 BC cada una..

IMPRINDUSTRY_4_NAME     | Tecnología industrial mejorada 5
IMPRINDUSTRY_4_DETAIL   | Reduce los costos de construcción de fábricas a 5 BC cada una.

IMPRINDUSTRY_5_NAME     | Tecnología industrial mejorada 4
IMPRINDUSTRY_5_DETAIL   | Reduce los costos de construcción de fábricas a 4 BC cada una.

IMPRINDUSTRY_6_NAME     | Tecnología industrial mejorada 3
IMPRINDUSTRY_6_DETAIL   | Reduce los costos de construcción de fábricas a 3 BC cada una.

IMPRINDUSTRY_7_NAME     | Tecnología industrial mejorada 2
IMPRINDUSTRY_7_DETAIL   | Reduce los costos de construcción de fábricas a 2 BC cada una.


//
// Improved Terraforming techs
//
IMPRTFORM_0_NAME        | Terraformación mejorada +10
IMPRTFORM_0_DETAIL      | Aumenta la capacidad de población de los planetas en 10M por un costo de 5 BC por millón.

IMPRTFORM_1_NAME        | Terraformación mejorada +20
IMPRTFORM_1_DETAIL      | Aumenta la capacidad de población de los planetas en 20M por un costo de 5 BC por millón.

IMPRTFORM_2_NAME        | Terraformación mejorada +30
IMPRTFORM_2_DETAIL      | Aumenta la capacidad de población de los planetas en 30M por un costo de 4 BC por millón.

IMPRTFORM_3_NAME        | Terraformación mejorada +40
IMPRTFORM_3_DETAIL      | Aumenta la capacidad de población de los planetas en 40M por un costo de 4 BC por millón.

IMPRTFORM_4_NAME        | Terraformación mejorada +50
IMPRTFORM_4_DETAIL      | Aumenta la capacidad de población de los planetas en 50M por un costo de 3 BC por millón..

IMPRTFORM_5_NAME        | Terraformación mejorada +60
IMPRTFORM_5_DETAIL      | Aumenta la capacidad de población de los planetas en 60M por un costo de 3 BC por millón.

IMPRTFORM_6_NAME        | Terraformación mejorada +80
IMPRTFORM_6_DETAIL      | Aumenta la capacidad de población de los planetas en 80M por un costo de 2 BC por millón.

IMPRTFORM_7_NAME        | Terraformación mejorada +100
IMPRTFORM_7_DETAIL      | Aumenta la capacidad de población de los planetas en 100M por un costo de 2 BC por millón.

IMPRTFORM_8_NAME        | Terraformación completa
IMPRTFORM_8_DETAIL      | Aumenta la capacidad de población de los planetas en 120M por un costo de 2 BC por millón.


//
// Industrial Waste techs
//
INDWASTE_0_NAME         | Residuos Industriales Reducidos 80%
INDWASTE_0_DETAIL       | Disminuye los niveles de contaminación de fábrica al 80% de la tasa normal.

INDWASTE_1_NAME         | Residuos Industriales Reducidos 60%
INDWASTE_1_DETAIL       | Disminuye los niveles de contaminación de fábrica al 60% de la tasa normal.

INDWASTE_2_NAME         | Residuos Industriales Reducidos 40%
INDWASTE_2_DETAIL       | Disminuye los niveles de contaminación de fábrica al 40% de la tasa normal.

INDWASTE_3_NAME         | Residuos Industriales Reducidos 20%
INDWASTE_3_DETAIL       | Disminuye los niveles de contaminación de fábrica al 20% de la tasa normal.

INDWASTE_4_NAME         | Eliminación de Residuos Industriales
INDWASTE_4_DETAIL       | Las fábricas dejan de contaminar.


//
// Missile Defense techs
//
MISSDEF_0_NAME      | Cohetes antimisiles
MISSDEF_0_BRIEF     | 40% de probabilidad de destrucción de misiles
MISSDEF_0_DETAIL    | Cohetes transluz capaces de destruir misiles enemigos entrantes el 40 % de las veces, -1 % por nivel de tecnología del misil.

MISSDEF_1_NAME      | Escudo Zyro
MISSDEF_1_BRIEF     | 75% de probabilidad de destrucción de misiles
MISSDEF_1_DETAIL    | Un campo de energía que destruye los misiles enemigos entrantes y torpedea el 75 % de las veces, -1 % por nivel de tecnología del misil.

MISSDEF_2_NAME      | Escudo de relámpagos
MISSDEF_2_BRIEF     | 100% de probabilidad de destrucción de misiles
MISSDEF_2_DETAIL    | Un campo de energía que destruye misiles y torpedos enemigos entrantes el 100 % del tiempo, -1 % por nivel de tecnología del misil.


//
// Missile Weapon techs
//
MISSWPN_0_NAME      | Misil nuclear
MISSWPN_0_BRIEF     | 2 disparos, +1 velocidad
MISSWPN_0_BRIEF2    | 5 disparos
MISSWPN_0_DETAIL    | Misiles con ojivas nucleares en la punta que explotan con 4 puntos de daño y se mueven a una velocidad de 2.

MISSWPN_1_NAME      | Cohetes Hyper-V
MISSWPN_1_BRIEF     | 2 disparos, +1 velocidad
MISSWPN_1_BRIEF2    | 5 disparos
MISSWPN_1_DETAIL    | Misiles rápidos que explotan por 6 puntos de daño y se mueven a una velocidad de 2.5.

MISSWPN_2_NAME      | Cohetes Hyper-X
MISSWPN_2_BRIEF     | 2 disparos, +1 to hit
MISSWPN_2_BRIEF2    | 5 disparos, +1 to hit
MISSWPN_2_DETAIL    | Misiles equipados con ojivas de alta energía que explotan y causan 8 puntos de daño, se mueven a una velocidad de 2,5 y están controlados por una computadora de puntería de nivel +1.

MISSWPN_3_NAME      | Cohetes Paquete de dispersión V
MISSWPN_3_BRIEF     | 2 disparos, +1 velocidad
MISSWPN_3_BRIEF2    | 5 disparos
MISSWPN_3_DETAIL    | Versiones Mirv (Vehículo de reentrada múltiple e independiente) de Hyper-V Rockets, dividiéndose en cinco ojivas separadas que explotan cada una con 6 puntos de daño y se mueven a una velocidad de 2.5.

MISSWPN_4_NAME      | Misiles de merculita
MISSWPN_4_BRIEF     | 2 disparos, +2 para golpear
MISSWPN_4_BRIEF2    | 5 disparos, +2 para golpear
MISSWPN_4_DETAIL    | Misiles rápidos y contundentes que explotan con 10 puntos de daño, se mueven a una velocidad de 3 y están controlados por una computadora de orientación +2.

MISSWPN_5_NAME      | Misiles Stinger
MISSWPN_5_BRIEF     | 2 disparos, +3 para golpear
MISSWPN_5_BRIEF2    | 5 disparos, +3 para golpear
MISSWPN_5_DETAIL    | Misiles lentos e hiperprecisos que infligen 15 puntos de daño, se mueven a una velocidad de 3,5 y están controlados por una sofisticada computadora de orientación +3.

MISSWPN_6_NAME      | Cohetes Paquete de dispersión VII
MISSWPN_6_BRIEF     | 2 disparos, MIRVS para 7
MISSWPN_6_BRIEF2    | 5 disparos, MIRVS para 7
MISSWPN_6_DETAIL    | Versiones MIRV (Vehículo de reentrada múltiple e independiente) de Hyper-X Rockets, que se dividen en 7 ojivas separadas que explotan cada una con 10 puntos de daño, se mueven a una velocidad de 3 y son guiadas por una computadora de orientación +2.

MISSWPN_7_NAME      | Misiles Pulsón
MISSWPN_7_BRIEF     | 2 disparos, +4 para golpear
MISSWPN_7_BRIEF2    | 5 disparos, +4 para golpear
MISSWPN_7_DETAIL    | Potentes misiles equipados con ojivas de antimateria que explotan con 20 puntos de daño, se mueven a velocidad 4 y están controlados por una computadora de objetivos +4.

MISSWPN_8_NAME      | Misiles Herculares
MISSWPN_8_BRIEF     | 2 disparos, +5 para golpear
MISSWPN_8_BRIEF2    | 5 disparos, +5 para golpear
MISSWPN_8_DETAIL    | Misil altamente avanzado que explota por 25 puntos de daño. Los misiles herculares se mueven a una velocidad de 4,5 y están controlados por una computadora de puntería +5.

MISSWPN_9_NAME      | Misiles Zeon
MISSWPN_9_BRIEF     | 2 disparos, +6 para golpear
MISSWPN_9_BRIEF2    | 5 disparos, +6 para golpear
MISSWPN_9_DETAIL    | El misil más avanzado disponible. Capaz de golpear barcos enemigos por 30 puntos de daño y moverse a una velocidad de 5. El misil es guiado por una computadora de orientación +6.

MISSWPN_10_NAME      | Cohetes Paquete de dispersión X
MISSWPN_10_BRIEF     | 2 disparos, MIRVS para 10
MISSWPN_10_BRIEF2    | 5 disparos, MIRVS para 10
MISSWPN_10_DETAIL    | Versiones MIRV (Vehículo de reentrada múltiple e independiente) de Misiles Stinger, que se dividen en 10 ojivas separadas que explotan cada una con 15 puntos de daño, se mueven a una velocidad de 3.5 y son guiadas por una computadora de orientación +3.


//
// Personal Shield techs for ground combat
//
// default "no shield" tech that each player starts with
PERSSHIELD_0_NAME     | 
PERSSHIELD_0_DETAIL   | 

PERSSHIELD_1_NAME     | Escudo deflector personal
PERSSHIELD_1_DETAIL   | Protege a las tropas terrestres individuales con un campo de fuerza direccional. Agrega +10 a todas las batallas de combate terrestre.

PERSSHIELD_2_NAME     | Escudo de absorción personal
PERSSHIELD_2_DETAIL   | Absorbe el daño de todas las armas de mano. Agrega +20 a todas las batallas de combate terrestre.

PERSSHIELD_3_NAME     | Escudo de barrera personal
PERSSHIELD_3_DETAIL   | Encierra completamente al soldado en un campo de fuerza casi impenetrable. Añade +30 a todas las tiradas de combate terrestre.


//
// Planetary Shield techs 
//
PLANETSHIELD_0_NAME    | Escudos Planetarios Clase V
PLANETSHIELD_0_DETAIL  | Absorbe 5 puntos de daño de todos los ataques contra la superficie del planeta, lo que se suma a los escudos deflectores de la base de misiles.

PLANETSHIELD_1_NAME    | Escudos Planetarios Clase X
PLANETSHIELD_1_DETAIL  | Absorbe 10 puntos de daño de todos los ataques contra la superficie del planeta, lo que se suma a los escudos deflectores de la base de misiles.

PLANETSHIELD_2_NAME    | Escudos Planetarios Clase XV
PLANETSHIELD_2_DETAIL  | Absorbe 15 puntos de daño de todos los ataques contra la superficie del planeta, lo que se suma a los escudos deflectores de la base de misiles.

PLANETSHIELD_3_NAME    | Escudos Planetarios Clase XX
PLANETSHIELD_3_DETAIL  | Absorbe 20 puntos de daño de todos los ataques contra la superficie del planeta, lo que se suma a los escudos deflectores de la base de misiles..


//
// Repulsor tech 
//
REPULSOR_0_NAME    | Rayo repulsor
REPULSOR_0_BRIEF   | Mueve las naves enemigas 1 espacio hacia atrás
REPULSOR_0_DETAIL  | Repele a las naves enemigas a un espacio de distancia de la nave defensora. Esta arma especial tiene un alcance de un espacio.


//
// Reserve Fuel tech 
//
RSRVFUEL_0_NAME    | Tanques de combustible de reserva
RSRVFUEL_0_BRIEF   | Amplía el alcance de la nave en %1 años luz
RSRVFUEL_0_DETAIL  | Los tanques de combustible de reserva aumentan el alcance de una nave.


//
// Robotic Controls techs 
//
ROBOTCTRL_0_NAME     | Controles robóticos mejorados III
ROBOTCTRL_0_DETAIL   | Permite operar 3 fábricas por población. El costo de reacondicionamiento para actualizar es la mitad del costo estándar de cada fábrica.

ROBOTCTRL_1_NAME     | Controles robóticos mejorados IV
ROBOTCTRL_1_DETAIL   | Permite operar 4 fábricas por población. El costo de reacondicionamiento para actualizar es el costo estándar de cada fábrica.

ROBOTCTRL_2_NAME     | Controles robóticos mejorados V
ROBOTCTRL_2_DETAIL   | Permite operar 5 fábricas por población. El costo de reacondicionamiento para actualizar es una vez y media el costo estándar de cada fábrica.

ROBOTCTRL_3_NAME     | Controles robóticos mejorados VI
ROBOTCTRL_3_DETAIL   | Permite operar 6 fábricas por población. El costo de reacondicionamiento para actualizar es el doble del costo estándar de cada fábrica.

ROBOTCTRL_4_NAME     | Controles robóticos mejorados VII
ROBOTCTRL_4_DETAIL   | Allows 7 factories to be operated per population. The refit cost to upgrade is 2.5 times the standard cost of each factory.


//
// Scanner techs 
//
SCANNER_0_NAME       | Escáner de batalla
SCANNER_0_BRIEF      | Escanea las naves enemigas en combate
SCANNER_0_DETAIL     | Revela las especificaciones técnicas de las naves espaciales enemigas en combate.

SCANNER_1_NAME       | Escáner de espacio profundo
SCANNER_1_BRIEF      | Detecta naves hasta a 5 años luz de distancia
SCANNER_1_DETAIL     | Detecta naves enemigas hasta 5 años luz de distancia de sus colonias y 1 año luz de distancia de sus naves.

SCANNER_2_NAME       | Escáner espacial mejorado
SCANNER_2_BRIEF      | Detecta barcos y destinos a una distancia de hasta 7 años luz
SCANNER_2_DETAIL     | Detecta naves enemigas hasta 7 años luz de sus colonias y 2 años luz de sus naves. Se pueden determinar los destinos enemigos.

SCANNER_3_NAME       | Escáner espacial avanzado
SCANNER_3_BRIEF      | Permite la exploración de planetas a una distancia de hasta 9 años luz
SCANNER_3_DETAIL     | Permite la exploración de planetas desde bases de colonias a una distancia de hasta 9 años luz y detecta naves enemigas a una distancia de hasta 3 años luz de las suyas. 


//
// Ship Inertial techs 
//
SHIPINERTIAL_0_NAME     | Estabilizador de inercia
SHIPINERTIAL_0_BRIEF    | Agrega +2 a la maniobrabilidad
SHIPINERTIAL_0_DETAIL   | Reduces the inertia of ships, adding 2 classes of maneuverability in combat (+2 defense and +1 combat speed).

SHIPINERTIAL_1_NAME     | Anulador de inercia
SHIPINERTIAL_1_BRIEF    | Agrega +4 a la maniobrabilidad
SHIPINERTIAL_1_DETAIL   | Anula la inercia de las naves, añadiendo 4 clases de maniobrabilidad en combate. También reduce el efecto de los ataques de Agujeros Negros en -30%.


//
// Ship Inertial techs 
//
SHIPNULLIFIER_0_NAME     | Nulificador de tecnología
SHIPNULLIFIER_0_BRIEF    | Destruye las computadoras enemigas
SHIPNULLIFIER_0_DETAIL   | Revuelve las Computadoras de batallas y las contramedidas electrónicas enemigas, reduciéndolos de 2 a 6 niveles por ataque. Su alcance supera a la mayoría de las armas de las naves.

SHIPNULLIFIER_1_NAME     | Disipador de curvatura
SHIPNULLIFIER_1_BRIEF    | Reduce la velocidad de las naves enemigas.
SHIPNULLIFIER_1_DETAIL   | Los disipadores de curvatura son armas de largo alcance que interrumpen los motores de las naves estelares enemigas y reducen su velocidad con cada ataque.


//
// Ship Weapon techs 
//
SHIPWPN_0_NAME         | Láser
SHIPWPN_0_ITEM2        | Láser pesado
SHIPWPN_0_DETAIL       | Arma de rayo de fuego directo que inflige de 1 a 4 puntos de daño. Los láseres pesados tienen un rango de dos espacios y causan de 1 a 7 puntos de daño.

SHIPWPN_1_NAME         | Láser Gatling
SHIPWPN_1_BRIEF        | Dispara 4 veces/turno
SHIPWPN_1_DETAIL       | Un láser avanzado que dispara hasta cuatro veces por turno para 1-4 puntos de daño con cada golpe.

SHIPWPN_2_NAME         | Pistola de perdigones de neutrones
SHIPWPN_2_BRIEF        | Reduce a la mitad la fuerza del escudo
SHIPWPN_2_DETAIL       | Arma de flujo de partículas pesadas que reduce a la mitad la efectividad de los escudos deflectores enemigos e inflige de 2 a 5 puntos de daño.

SHIPWPN_3_NAME         | Cañón de iones
SHIPWPN_3_ITEM2        | Cañón de iones pesado
SHIPWPN_3_DETAIL       | Armas de rayos de alta intensidad capaces de infligir de 3 a 8 puntos de daño. Los cañones de iones pesados atacan de 3 a 15 y tienen un alcance de dos espacios.

SHIPWPN_4_NAME         | Conductor de masa
SHIPWPN_4_BRIEF        | Reduce a la mitad la fuerza del escudo
SHIPWPN_4_DETAIL       | Un acelerador lineal que reduce a la mitad la eficacia de los escudos deflectores enemigos e inflige de 5 a 8 puntos de daño.

SHIPWPN_5_NAME         | Blaster de neutrones
SHIPWPN_5_ITEM2        | Blaster de neutrones pesado
SHIPWPN_5_DETAIL       | Armas de rayos de alta potencia capaces de infligir de 3 a 12 puntos de daño. Los blasters de neutrones pesados atacan de 3 a 24 puntos y tienen un alcance de 2 espacios.

SHIPWPN_6_NAME         | Gravitones de rayode
SHIPWPN_6_BRIEF        | Ataque de flujo
SHIPWPN_6_DETAIL       | Rayo tractor-repulsor capaz de hacer pedazos a las naves. Golpea de 1 a 15 puntos de daño, y el efecto de transmisión continua permite que el exceso de daño se traslade a otras naves.

SHIPWPN_7_NAME         | Rayo fuerte
SHIPWPN_7_BRIEF        | Reduce a la mitad la fuerza del escudo
SHIPWPN_7_DETAIL       | Un arma de rayo de energía a materia que reduce a la mitad la eficacia de los escudos deflectores enemigos e inflige de 8 a 12 puntos de daño.

SHIPWPN_8_NAME         | Rayo de fusión
SHIPWPN_8_ITEM2        | Rayo de fusión pesado
SHIPWPN_8_DETAIL       | Arma de rayo de alta intensidad capaz de causar 4-16 puntos de daño. Los rayos de fusión pesados atacan de 4 a 30 puntos y tienen un alcance de 2 espacios.

SHIPWPN_9_NAME         | Cañón Megabolt
SHIPWPN_9_BRIEF        | +3 niveles para golpear
SHIPWPN_9_DETAIL       | Libera múltiples rayos de energía pura en un amplio campo. Tiene una probabilidad de bonificación de +30% para golpear y golpea de 2 a 20 puntos de daño.

SHIPWPN_10_NAME        | Fasor
SHIPWPN_10_ITEM2       | Fasor pesado
SHIPWPN_10_DETAIL      | Rayos de energía en fase capaces de infligir de 5 a 20 puntos de daño. Los fasores pesados golpean de 5 a 40 puntos de daño y tienen un alcance de dos espacios.

SHIPWPN_11_NAME        | Blaster automatico
SHIPWPN_11_BRIEF       | Dispara 3 veces/turno
SHIPWPN_11_DETAIL      | Un blaster de neutrones avanzado que dispara hasta tres veces por turno con 4-16 puntos de daño por golpe.

SHIPWPN_12_NAME        | Rayo de Taquión
SHIPWPN_12_BRIEF       | Ataque en flujo
SHIPWPN_12_DETAIL      | Dispara una intensa corriente de partículas de taquiones que golpean a las naves enemigas de 1 a 25 golpes. El efecto de transmisión continua permite que el exceso de daño se traslade a otras naves.

SHIPWPN_13_NAME        | Cañón automático Gauss
SHIPWPN_13_BRIEF       | 1/2 Escudos, Dispara 4x
SHIPWPN_13_DETAIL      | Un acelerador lineal avanzado capaz de disparar 4 rondas explosivas por turno que infligen de 7 a 10 puntos de daño cada una. Estas rondas de proyectiles también reducen a la mitad la efectividad de los escudos enemigos.

SHIPWPN_14_NAME        | Rayo de partículas
SHIPWPN_14_BRIEF       | Reduce a la mitad la fuerza del escudo
SHIPWPN_14_DETAIL      | Aceleradores de partículas de alta intensidad capaces de golpear naves enemigas con 10-20 puntos de daño y reducir a la mitad la efectividad de los escudos deflectores.

SHIPWPN_15_NAME        | Cañón de plasma
SHIPWPN_15_DETAIL      | Dispara intensos rayos de energía que infligen de 6 a 30 puntos de daño en un alcance de 1.

SHIPWPN_16_NAME        | Rayo de la muerte
SHIPWPN_16_DETAIL      | Un arma antigua de un poder increíblemente destructivo que inflige 200-1000 puntos de daño y tiene un alcance de un espacio.

SHIPWPN_17_NAME        | Disruptor
SHIPWPN_17_DETAIL      | Libera tremendos rayos de energía pura que pueden golpear objetivos enemigos a una distancia de hasta dos espacios y causar entre 10 y 40 puntos de daño.

SHIPWPN_18_NAME        | Fasor de pulso
SHIPWPN_18_BRIEF       | Dispara 3 veces/turno
SHIPWPN_18_DETAIL      | Un fasor avanzado capaz de disparar 3 ráfagas por turno para 5-20 puntos de daño con cada golpe.

SHIPWPN_19_NAME        | Cañón de plasma de tres focos
SHIPWPN_19_DETAIL      | Dispara una tríada de rayos de plasma de alta intensidad capaces de infligir de 20 a 50 puntos de daño.

SHIPWPN_20_NAME        | Convertidor estelar
SHIPWPN_20_BRIEF       | Golpea los cuatro escudos
SHIPWPN_20_DETAIL      | Rodea al objetivo con un campo de conversión de materia-energía extremadamente poderoso, que inflige cuatro ataques de 10 a 35 puntos. Tiene un alcance de 3 espacios.

SHIPWPN_21_NAME        | Dispositivo Torturador
SHIPWPN_21_DETAIL      | Libera enormes cantidades de energía concentrada en los objetivos enemigos, lo que inflige de 20 a 100 puntos de daño.

SHIPWPN_22_NAME        | La corriente de la ameba
SHIPWPN_22_DETAIL      | Una corriente que hace 250-1000 puntos de daño y tiene un alcance de 3 espacios. Su efecto de transmisión continua le permite transferir daños de una nave a otra.

SHIPWPN_23_NAME        | El rayo de cristal
SHIPWPN_23_DETAIL      | Un rayo que rodea los escudos de un objetivo, lanzando 4 ataques por 100-300 puntos de daño cada uno. Tiene un alcance de 3 espacios.


//
// Soil Enrichment techs
//
SOILENRICH_0_NAME     | Enriquecimiento del suelo
SOILENRICH_0_DETAIL   | Convierte planetas estándar en entornos fértiles, aumentando el crecimiento de la población en un 50 % y elevando el tamaño planetario base en un +25 % por un costo único de 150 BC.

SOILENRICH_1_NAME     | Enriquecimiento Avanzado de Suelos
SOILENRICH_1_DETAIL   | Convierte planetas estándar y fértiles en gaias, duplicando el crecimiento de la población y aumentando el tamaño base del planeta en +50 % por un costo único de 300 BC.


//
// Stargate tech
//
STARGATE_0_NAME      | Puertas estelares intergalácticas
STARGATE_0_DETAIL    | Permite que tus naves se muevan entre dos planetas equipados con puertas estelares en un solo turno. Costó 3000 BC para construir.


//
// Stasis Field tech
//
STASIS_0_NAME      | Campo de estasis
STASIS_0_BRIEF     | Enemigo congelado durante 1 turno
STASIS_0_DETAIL    | Congela un grupo de naves enemigas, hasta un espacio de distancia, durante un turno. Los barcos congelados no pueden atacar ni ser atacados.


//
// Stream Weapon techs
//
STREAMWPN_0_NAME    | Proyector de flujo de iones
STREAMWPN_0_BRIEF   | Reduce la armadura enemiga en un 20%
STREAMWPN_0_DETAIL  | Dispara una explosión iónica intensa, reduciendo el blindaje de cada objetivo en el grupo del oponente en un 20 % más un 1 % por cada 2 naves que disparan, hasta un máximo del 50 % de sus puntos de golpe iniciales por ataque.

STREAMWPN_1_NAME    | Proyector de flujo de neutrones
STREAMWPN_1_BRIEF   | Reduce la armadura enemiga en un 40%
STREAMWPN_1_DETAIL  | Dispara una ráfaga de neutrinos concentrados, reduciendo el blindaje de todos los objetivos del grupo contrario en un 40 % más un 1 % por nave que dispara, hasta un máximo del 75 % de sus puntos de golpe por ataque.


//
// Subspace Interdictor tech
//
SUBSPACEINT_0_NAME    | Interdictor subespacial
